x y l s
305600.00 493200.00 16 78
305800.00 493200.00 16 79
306000.00 493200.00 16 80
306200.00 493200.00 16 81
306400.00 493200.00 16 82
306600.00 493200.00 16 83
306800.00 493200.00 16 84
307000.00 493200.00 16 85
307200.00 493200.00 16 86
307400.00 493200.00 16 87
307600.00 493200.00 16 88
307800.00 493200.00 16 89
308000.00 493200.00 16 90
308200.00 493200.00 16 91
308400.00 493200.00 16 92
308600.00 493200.00 16 93
308800.00 493200.00 16 94
309000.00 493200.00 16 95
309200.00 493200.00 16 96
309400.00 493200.00 16 97
309600.00 493200.00 16 98
309800.00 493200.00 16 99
310000.00 493200.00 16 100
310200.00 493200.00 16 101
310400.00 493200.00 16 102
310600.00 493200.00 16 103
310800.00 493200.00 16 104
311000.00 493200.00 16 105
311200.00 493200.00 16 106
311400.00 493200.00 16 107
311600.00 493200.00 16 108
311800.00 493200.00 16 109
312000.00 493200.00 16 110
312200.00 493200.00 16 111
312400.00 493200.00 16 112
312600.00 493200.00 16 113
312800.00 493200.00 16 114
313000.00 493200.00 16 115
313200.00 493200.00 16 116
313400.00 493200.00 16 117
313600.00 493200.00 16 118
313800.00 493200.00 16 119
314000.00 493200.00 16 120
314200.00 493200.00 16 121
314400.00 493200.00 16 122
314600.00 493200.00 16 123
314800.00 493200.00 16 124
315000.00 493200.00 16 125
315200.00 493200.00 16 126
315400.00 493200.00 16 127
315600.00 493200.00 16 128
315800.00 493200.00 16 129
292200.00 493400.00 17 11
292400.00 493400.00 17 12
292600.00 493400.00 17 13
292800.00 493400.00 17 14
293000.00 493400.00 17 15
293200.00 493400.00 17 16
293400.00 493400.00 17 17
293600.00 493400.00 17 18
293800.00 493400.00 17 19
294000.00 493400.00 17 20
294200.00 493400.00 17 21
294400.00 493400.00 17 22
294600.00 493400.00 17 23
294800.00 493400.00 17 24
295000.00 493400.00 17 25
295200.00 493400.00 17 26
295400.00 493400.00 17 27
295600.00 493400.00 17 28
295800.00 493400.00 17 29
296000.00 493400.00 17 30
296200.00 493400.00 17 31
296400.00 493400.00 17 32
296600.00 493400.00 17 33
296800.00 493400.00 17 34
297000.00 493400.00 17 35
297200.00 493400.00 17 36
297400.00 493400.00 17 37
297600.00 493400.00 17 38
297800.00 493400.00 17 39
298000.00 493400.00 17 40
298200.00 493400.00 17 41
298400.00 493400.00 17 42
298600.00 493400.00 17 43
298800.00 493400.00 17 44
299000.00 493400.00 17 45
299200.00 493400.00 17 46
299400.00 493400.00 17 47
299600.00 493400.00 17 48
299800.00 493400.00 17 49
300000.00 493400.00 17 50
300200.00 493400.00 17 51
300400.00 493400.00 17 52
300600.00 493400.00 17 53
300800.00 493400.00 17 54
301000.00 493400.00 17 55
301200.00 493400.00 17 56
301400.00 493400.00 17 57
301600.00 493400.00 17 58
301800.00 493400.00 17 59
302000.00 493400.00 17 60
302200.00 493400.00 17 61
302400.00 493400.00 17 62
302600.00 493400.00 17 63
302800.00 493400.00 17 64
303000.00 493400.00 17 65
303200.00 493400.00 17 66
303400.00 493400.00 17 67
303600.00 493400.00 17 68
303800.00 493400.00 17 69
304000.00 493400.00 17 70
304200.00 493400.00 17 71
304400.00 493400.00 17 72
304600.00 493400.00 17 73
304800.00 493400.00 17 74
305000.00 493400.00 17 75
305200.00 493400.00 17 76
305400.00 493400.00 17 77
305600.00 493400.00 17 78
305800.00 493400.00 17 79
306000.00 493400.00 17 80
306200.00 493400.00 17 81
306400.00 493400.00 17 82
306600.00 493400.00 17 83
306800.00 493400.00 17 84
307000.00 493400.00 17 85
307200.00 493400.00 17 86
307400.00 493400.00 17 87
307600.00 493400.00 17 88
307800.00 493400.00 17 89
308000.00 493400.00 17 90
308200.00 493400.00 17 91
308400.00 493400.00 17 92
308600.00 493400.00 17 93
308800.00 493400.00 17 94
309000.00 493400.00 17 95
309200.00 493400.00 17 96
309400.00 493400.00 17 97
309600.00 493400.00 17 98
309800.00 493400.00 17 99
310000.00 493400.00 17 100
310200.00 493400.00 17 101
310400.00 493400.00 17 102
310600.00 493400.00 17 103
310800.00 493400.00 17 104
311000.00 493400.00 17 105
311200.00 493400.00 17 106
311400.00 493400.00 17 107
311600.00 493400.00 17 108
311800.00 493400.00 17 109
312000.00 493400.00 17 110
312200.00 493400.00 17 111
312400.00 493400.00 17 112
312600.00 493400.00 17 113
312800.00 493400.00 17 114
313000.00 493400.00 17 115
313200.00 493400.00 17 116
313400.00 493400.00 17 117
313600.00 493400.00 17 118
313800.00 493400.00 17 119
314000.00 493400.00 17 120
314200.00 493400.00 17 121
314400.00 493400.00 17 122
314600.00 493400.00 17 123
314800.00 493400.00 17 124
315000.00 493400.00 17 125
315200.00 493400.00 17 126
315400.00 493400.00 17 127
315600.00 493400.00 17 128
315800.00 493400.00 17 129
292200.00 493600.00 18 11
292400.00 493600.00 18 12
292600.00 493600.00 18 13
292800.00 493600.00 18 14
293000.00 493600.00 18 15
293200.00 493600.00 18 16
293400.00 493600.00 18 17
293600.00 493600.00 18 18
293800.00 493600.00 18 19
294000.00 493600.00 18 20
294200.00 493600.00 18 21
294400.00 493600.00 18 22
294600.00 493600.00 18 23
294800.00 493600.00 18 24
295000.00 493600.00 18 25
295200.00 493600.00 18 26
295400.00 493600.00 18 27
295600.00 493600.00 18 28
295800.00 493600.00 18 29
296000.00 493600.00 18 30
296200.00 493600.00 18 31
296400.00 493600.00 18 32
296600.00 493600.00 18 33
296800.00 493600.00 18 34
297000.00 493600.00 18 35
297200.00 493600.00 18 36
297400.00 493600.00 18 37
297600.00 493600.00 18 38
297800.00 493600.00 18 39
298000.00 493600.00 18 40
298200.00 493600.00 18 41
298400.00 493600.00 18 42
298600.00 493600.00 18 43
298800.00 493600.00 18 44
299000.00 493600.00 18 45
299200.00 493600.00 18 46
299400.00 493600.00 18 47
299600.00 493600.00 18 48
299800.00 493600.00 18 49
300000.00 493600.00 18 50
300200.00 493600.00 18 51
300400.00 493600.00 18 52
300600.00 493600.00 18 53
300800.00 493600.00 18 54
301000.00 493600.00 18 55
301200.00 493600.00 18 56
301400.00 493600.00 18 57
301600.00 493600.00 18 58
301800.00 493600.00 18 59
302000.00 493600.00 18 60
302200.00 493600.00 18 61
302400.00 493600.00 18 62
302600.00 493600.00 18 63
302800.00 493600.00 18 64
303000.00 493600.00 18 65
303200.00 493600.00 18 66
303400.00 493600.00 18 67
303600.00 493600.00 18 68
303800.00 493600.00 18 69
304000.00 493600.00 18 70
304200.00 493600.00 18 71
304400.00 493600.00 18 72
304600.00 493600.00 18 73
304800.00 493600.00 18 74
305000.00 493600.00 18 75
305200.00 493600.00 18 76
305400.00 493600.00 18 77
305600.00 493600.00 18 78
305800.00 493600.00 18 79
306000.00 493600.00 18 80
306200.00 493600.00 18 81
306400.00 493600.00 18 82
306600.00 493600.00 18 83
306800.00 493600.00 18 84
307000.00 493600.00 18 85
307200.00 493600.00 18 86
307400.00 493600.00 18 87
307600.00 493600.00 18 88
307800.00 493600.00 18 89
308000.00 493600.00 18 90
308200.00 493600.00 18 91
308400.00 493600.00 18 92
308600.00 493600.00 18 93
308800.00 493600.00 18 94
309000.00 493600.00 18 95
309200.00 493600.00 18 96
309400.00 493600.00 18 97
309600.00 493600.00 18 98
309800.00 493600.00 18 99
310000.00 493600.00 18 100
310200.00 493600.00 18 101
310400.00 493600.00 18 102
310600.00 493600.00 18 103
310800.00 493600.00 18 104
311000.00 493600.00 18 105
311200.00 493600.00 18 106
311400.00 493600.00 18 107
311600.00 493600.00 18 108
311800.00 493600.00 18 109
312000.00 493600.00 18 110
312200.00 493600.00 18 111
312400.00 493600.00 18 112
312600.00 493600.00 18 113
312800.00 493600.00 18 114
313000.00 493600.00 18 115
313200.00 493600.00 18 116
313400.00 493600.00 18 117
313600.00 493600.00 18 118
313800.00 493600.00 18 119
314000.00 493600.00 18 120
314200.00 493600.00 18 121
314400.00 493600.00 18 122
314600.00 493600.00 18 123
314800.00 493600.00 18 124
315000.00 493600.00 18 125
315200.00 493600.00 18 126
315400.00 493600.00 18 127
315600.00 493600.00 18 128
315800.00 493600.00 18 129
292200.00 493800.00 19 11
292400.00 493800.00 19 12
292600.00 493800.00 19 13
292800.00 493800.00 19 14
293000.00 493800.00 19 15
293200.00 493800.00 19 16
293400.00 493800.00 19 17
293600.00 493800.00 19 18
293800.00 493800.00 19 19
294000.00 493800.00 19 20
294200.00 493800.00 19 21
294400.00 493800.00 19 22
294600.00 493800.00 19 23
294800.00 493800.00 19 24
295000.00 493800.00 19 25
295200.00 493800.00 19 26
295400.00 493800.00 19 27
295600.00 493800.00 19 28
295800.00 493800.00 19 29
296000.00 493800.00 19 30
296200.00 493800.00 19 31
296400.00 493800.00 19 32
296600.00 493800.00 19 33
296800.00 493800.00 19 34
297000.00 493800.00 19 35
297200.00 493800.00 19 36
297400.00 493800.00 19 37
297600.00 493800.00 19 38
297800.00 493800.00 19 39
298000.00 493800.00 19 40
298200.00 493800.00 19 41
298400.00 493800.00 19 42
298600.00 493800.00 19 43
298800.00 493800.00 19 44
299000.00 493800.00 19 45
299200.00 493800.00 19 46
299400.00 493800.00 19 47
299600.00 493800.00 19 48
299800.00 493800.00 19 49
300000.00 493800.00 19 50
300200.00 493800.00 19 51
300400.00 493800.00 19 52
300600.00 493800.00 19 53
300800.00 493800.00 19 54
301000.00 493800.00 19 55
301200.00 493800.00 19 56
